feature,importance_mean,importance_std
is_night,1055.0255433109523,6.176192372013616
hour_cos,637.8530521085937,3.0808116308554703
is_weekend,518.6742092199969,12.052641524870525
hour,294.7617350264324,3.8351471953482927
hour_sin,147.08613958801806,3.2543079627181877
month_cos,54.71127156309452,1.961734584471969
day_of_week,49.593559662628294,2.1002823526408796
dow_sin,34.63019181960213,2.203299217256624
temp,10.651373496952193,1.6229393619647354
temp_c,8.681289176883558,1.474042772681255
